日期,淨尖峰供電能力(MW),尖峰負載(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,台中#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,興達#2,興達#3,興達#4,大林#1,大林#2,和平#1,和平#2,麥寮#1,麥寮#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,太陽能發電
20200421,34362,29986,4376,14.59,362.911,246.069,0,0,98.2,98.4,94.3,0,0,76,76.1,43,0,0,49.9,53.3,51.8,51.5,52.8,51.7,51.9,47,43.8,51.2,52.5,76.1,0,60,60.1,38.4,36.9,57.2,68,320.1,250.3,204.1,94.1,43.4,45.5,48,60,0,52.5,68.9,49,14.3,0,11.5,3.1,4.8,3.4,3.4,2.3,0.8,3.4,1.4,16,52.6,0.6,0.8,0.8,0,0,4.3,8.9,163
20200422,32626,28595,4031,14.1,350.692,237.783,0,0,98.3,98.5,94.3,0,0,76.1,76.2,42.7,0,0,48.1,52.8,52,42.4,38.8,42.8,43,0,47.6,52.4,52.1,76.1,0,60,60,38.4,36.8,57.2,66.1,321.4,189,192.3,75.4,35.6,92,45.2,60,51.6,50.5,66.3,97.7,14.5,0,11.3,0,2.2,4.6,3.3,1.7,0.9,3.8,1.4,16.3,32.6,0.6,0.8,0.8,0,0,5.9,68.6,45.6
20200423,31998,28050,3948,14.07,346.262,234.779,0,0,98.3,98.5,94.4,0,0,76.2,76.2,42.7,0,0,50.3,48.3,47.7,42.5,48.4,42.8,43,0,47.5,52,51.5,21.3,0,60.2,59.9,38.4,36.8,57.2,67.1,321,184.6,176,78.8,56.9,88.5,45.8,60,51.7,49.3,68.9,100.8,14.5,0,11.2,3,2.5,3.6,3.1,1.4,0.5,4.6,1.8,14.3,30.2,0.6,1.1,2.3,1.7,0,6.7,55,46.3
20200424,31626,27678,3948,14.26,339.469,230.174,0,0,98.4,98.6,94.4,0,0,76.3,76.2,42.8,0,0,50.1,48.2,46.7,42.4,48.2,42.8,42.9,0,0,52.1,52.2,76,0,60.1,60,57,36.9,57.2,68.2,326.3,247.1,193.9,75.3,36.2,91.6,48.2,60.2,0,48.5,66.6,46.7,14.7,0,11,0,2.2,1.7,1.9,0.9,1.3,3.3,1.4,16.5,33.1,0.6,1.6,6.7,1.8,0,7,28,30.5
20200425,28825,25659,3166,12.34,316.256,214.434,0,0,98.6,98.8,94.3,0,0,76.3,76.2,36.6,0,0,49.8,52.2,0,51.6,52.5,51.7,50.8,47.9,0,52.1,52.5,76.1,0,60.1,60,38.4,36.9,57.2,55.4,321.6,221.6,196.4,87.2,35.7,42.3,0,60.2,45.7,0,0,46,14.6,0,10.4,0,0.7,2.9,2.7,1.4,1.1,4.4,1.7,29.9,64,3.2,1.4,3,1.7,0,7.9,1,1.5
20200426,28230,25110,3120,12.43,303.205,205.586,0,0,75.2,98.6,94.3,0,0,76.3,76,36.2,0,0,49.8,53.2,0,51.5,52.8,52.5,51.8,34.6,39.3,47.5,47.3,76.1,0,55.5,55.6,38.4,36.9,57.2,46.7,298.3,233.2,193.6,86.9,35.6,45.9,49.1,0,0,0,0,51.4,13.2,0,11.1,3.1,1.8,2.9,2.9,1.4,1,4.4,1.7,30.7,78.5,3.3,1.2,2.6,3.8,0,12.3,14.1,0.1
20200427,32516,28706,3810,13.27,340.992,231.207,0,0,98.2,98.4,94.3,0,0,76.2,75.9,35.9,0,0,49.8,53.3,0,51.8,52.7,52.4,52.1,40.3,37.7,47.2,47.2,76.1,0,60.1,60.2,38.5,36.9,57.2,69.6,293.2,239.8,180.2,84.5,99.3,92.4,48.5,60.2,50.9,0,68.9,91,13.3,0,10.7,2.9,2.7,2.8,2.9,1.5,2.5,0.4,0.9,15.1,33.1,2.8,1.1,2.1,1.8,0.3,10.8,10.5,61
20200428,33642,28955,4687,16.19,350.478,237.638,0,0,98.4,98.5,94.5,0,0,76.2,76,43,0,0,49.9,53.3,0,52.1,52.2,50.5,51.8,40,37.8,47.3,40.5,76.1,0,60.2,60.1,38.4,36.8,57.1,67.2,344,215.3,178.8,81.5,35.8,86.1,43.1,60.2,45.1,32.7,66.5,89.4,13.3,0,11.2,0.6,2,2.9,2.9,1.4,2.4,0,0,14.5,33.1,0.6,1.2,2.1,4.8,0.3,9.9,64.8,71.3
20200429,32878,29532,3346,11.33,355.17,240.82,0,0,98.3,98.6,94.3,0,0,76.1,76,42,0,0,49.8,52.8,0,52.1,0,52.3,52.6,47.8,47.6,51.9,52,76.1,0,60.2,60.1,38.5,36.9,57.2,66.9,358.9,240.6,171.8,66.6,37.9,82.5,42.1,60.2,46.8,52.5,66.5,91.4,13.4,4,10.9,0,2.3,2.9,2.9,1.5,2.4,0,0,14.5,33,0.6,1.2,1,1.8,0.3,9.3,15.4,156.85
20200430,34477,29613,4864,16.43,356.451,241.689,0,0,98.2,98.4,94.4,0,0,76,75.9,44.6,0,0,46.5,46.3,0,45.9,0,52.5,42.9,47.4,37.7,42.4,42.4,76.1,0,59.9,60,38.4,36.9,57.2,63.6,384.6,284,194.2,60,58.8,52,47.8,60.3,0,52.5,68.9,96.8,13.4,0,11.3,2.9,2.4,3.3,3.3,1.7,2.3,4,1.6,14.3,32.5,0.6,1.2,0.8,1.8,0,8.1,7,192.35
20200501,30298,26786,3512,13.11,299.463,216.628,0,0,-0.1,98,94.3,0,0,76.1,76,35.7,0,0,48.5,52.8,0,51.8,0,52.2,53,46.7,47.7,52.1,52.4,75.9,0,60.1,60.1,56.9,56.7,57.2,50.6,357.7,264.1,202.8,68,41.9,43.7,0,60.2,0,52.3,66.5,49.9,13.3,0,11.4,3.7,4.5,3,3,1.8,2.3,4.8,1.9,40.8,62.8,0.6,1.2,1.8,2.9,0,19.7,1,0
20200502,29887,26473,3414,12.9,295.142,213.502,0,0,-0.1,98.2,94.3,0,0,76.1,76,42.8,0,0,49.7,52.1,0,51.5,0,52.2,52.5,47.5,47.5,51.9,51.8,76,0,55.5,0,57,56.7,57.2,52.9,333,323.7,187.6,65.8,98.3,45.5,48.2,0,50.2,0,68.9,49.5,13.3,0,11.7,3,2.7,3.2,3.2,1.7,0.9,4.7,1.8,29,49.2,3.2,1.2,3,4,0,13.8,0.8,0
20200503,29782,26815,2967,11.06,296.33,214.362,0,0,23.1,98.3,94.3,0,0,75.8,76,42.5,0,0,49.8,52.2,0,51.2,35.4,50.8,52.5,48,47.5,51.9,52,76,0,52.9,0,56.9,56.8,53.8,49.7,353.7,356.3,193.7,95.8,98.3,0,48,0,50.1,0,0,50.1,13.3,0,11,3.2,2.7,3.7,3.9,2,0.9,4.8,1.9,32.5,60.2,0.6,0.9,0.6,3.5,0,15.61,5.5,0
20200504,35816,32340,3476,10.75,343.939,248.802,0,0,65.2,98.1,94.4,0,0,75.8,75.8,42.2,0,0,49.8,52.3,0,51.3,52.6,50.2,53,39,47.4,52,52.1,76.1,0,59.9,60.1,57,56.7,57.2,78.1,377.4,347.5,166.8,84.6,43.7,90.7,46.7,60.2,49.4,51.5,68.9,96,13.5,5.9,11.6,0,1.8,0,0.5,1.8,0.4,4.9,1.9,14.8,52.4,0.6,0.9,1.1,0,0,10,12.4,194.6
20200505,36721,33321,3400,10.2,360.09,260.485,0,0,97.4,98,94.8,0,0,75.9,76,41.8,0,0,51.5,52.3,0,51.1,52.7,49.3,52.5,48.4,46.1,52.2,52.1,76,0,60,60.1,56.8,56.6,57.2,68.7,393.7,368.2,172.5,90.6,82.2,86,46.5,60.2,45.9,51.3,66.4,90.4,13.6,0,12.7,0,1.4,3.3,0,1.3,0.4,4.3,1.8,14.2,30.6,0.5,0.9,0,0,0,5.1,51.6,190.1
20200506,36390,32964,3426,10.39,358.928,259.644,0,0,97.8,98,95.5,0,0,76,76.2,42.5,0,0,51.3,52.2,0,51.2,52.6,49.3,52.5,47.7,47.4,52,52.1,76.1,0,60.4,60.3,56.9,56.6,57.2,72.1,398.8,357.5,168.7,96.2,73.5,91.7,48.2,60.2,49.4,51.6,68.9,95.3,13.4,0,12.8,0,3.6,3.6,0,2,0,1.3,0.4,14.6,29.6,1.6,0.9,1.9,0,0.2,5.3,18.5,166.8
20200507,36246,32510,3736,11.49,357.522,258.627,0,0,97.9,98.1,95.4,0,0,76.1,76.2,41.9,0,0,51.3,52.1,0,51.2,52.7,49.4,52.5,47.9,47.5,52,52.3,76,0,60.3,60.1,56.9,56.6,57.2,72,374.9,355.6,180.2,97.7,63,91,47.7,60.1,48.8,51.1,67.2,94.5,13.5,0,13.1,2.2,3.1,3.9,0,2.1,0.4,1,0.5,15.6,38,0.6,0.9,0.6,0,0.3,6.1,2.3,164.1
20200508,37205,33791,3414,10.1,363.562,262.996,0,0,97.6,97.7,95.4,0,0,76,76.1,41.8,0,0,51.1,52.3,0,51.4,52.7,49.6,52.5,47.9,47.7,52.2,51.9,76.1,0,60.3,60.2,56.8,56.7,57.2,66.2,390.1,363.5,190.5,98.1,97.3,90,46.2,60.2,48.8,50.9,68.9,91.5,14.1,0,12.9,3,4.9,3.7,0,2.1,0.4,1.4,0.5,19.3,55,2.2,0.9,2.5,0,0.2,4.8,28,178.8
20200509,33523,29700,3823,12.87,338.859,245.126,0,0,97.6,97.8,95.5,0,0,75.7,76,37.8,0,0,42.5,51.7,0,51.5,52.6,49.2,52.3,47.8,46.7,52.2,52.1,76,0,58.7,59.8,56.9,56.6,57.2,50.2,324,302.2,168.7,97.3,40.1,70.1,0,60.2,1.8,49.1,68.9,47.4,13.3,0,12.9,0,2.1,3.3,3.2,1.6,0.4,1.1,0.4,14.6,32.9,0.5,0.9,0,0,0.1,5.6,36.2,191.1
20200510,32439,29424,3015,10.25,328.041,237.301,0,0,97.7,66.2,95.7,0,0,75.9,76,37.9,0,0,51.7,48.3,0,51.6,52.3,49.3,52.5,47.9,47.5,52.1,51.9,75.8,23.9,53.6,54.5,56.9,56.7,57.2,45.8,373.3,319,191.8,98.4,98.2,85.9,47.5,0,50,52,0,49.8,0,6.7,12.5,2.4,3.5,2.5,2.9,2,0,0.8,0.2,29.4,80.9,1.2,0.9,2.9,4,0.4,14.5,0.5,0
20200511,36553,33203,3350,10.09,357.83,258.85,0,0,97.4,92.9,95.6,0,0,75.9,76.1,39.9,0,0,48.6,48.3,0,51.6,52.6,49.3,52.5,47.9,47.5,51.9,52,76,0,60.2,60.1,56.9,56.7,57.2,68.6,394.9,325.4,180.6,97.6,81.7,90.3,47.1,60.2,49.1,50.8,68.9,94,14.8,0,12.9,0,1.9,2.2,2.3,1.5,2.2,0.4,0.1,14.2,44.1,0.6,0.9,0.5,0.1,0,11.41,26.1,198.2
20200512,35739,31973,3766,11.78,352.004,254.635,0,0,97.8,98.1,95.3,0,0,76.1,76.2,42.4,0,0,51.6,52.8,0,51.6,53.2,49.6,51.9,47.7,47.7,52,52.3,75.8,0,60.2,60.2,56.9,56.8,57.2,66.3,388.8,324.5,194,91.6,80.6,81,43,60.2,44.7,45.7,66.3,89.4,20.6,0,12.1,2.1,1.3,2.8,3,2.1,0.4,3.6,1.4,10.8,33.6,0.6,0.9,0.2,0,0,11.2,10.9,103.8
20200513,36463,32264,4199,13.01,350.251,253.367,0,0,97.8,98.1,95.7,0,0,75.9,76.1,35.4,0,0,51.5,51.4,0,51.6,52.7,47.6,52.1,40.3,35.8,37.5,37.5,76.1,75.4,59.7,60.1,42.2,56.6,54.3,68,370.7,329.7,174.9,87.7,54.2,79.1,47.2,60.2,45.3,25.4,66.4,95.9,13.4,0,12.1,0,1.1,2.2,2.4,1.3,0.5,0.7,0.3,15.3,30.7,0.9,0.9,1,1.8,0,12.8,54.6,190.3
20200514,36824,33442,3382,10.11,359.694,260.198,0,0,97.9,98.1,95.1,0,0,75.8,76.1,37.4,0,0,51.4,51.6,0,51.3,50.2,45.1,50.3,47.8,47.7,51.9,52.1,76.1,79.8,59.9,60.1,57,56.7,57.2,65.5,397.6,323,181.7,89.1,78.9,89.8,46.8,60.2,48.2,52.4,67.9,95.8,13.5,0,12.1,0,1.1,3.1,2.9,1.9,0.4,2.3,1.1,17.8,30.5,0.5,0.9,0.7,1.8,0.3,10.9,2.7,193.4
20200515,37409,33787,3622,10.72,363.647,263.059,0,0,97.3,97.8,94.9,0,0,75.9,76,42.3,0,0,51.7,51.7,0,51.6,53.2,45.7,52.4,47.8,47.6,51.9,51.9,76.1,79.8,60,60.1,56.9,56.6,57.2,59.7,391.2,327.4,201.5,104.3,59.4,89.8,46.3,60.3,49.5,51.6,66.4,94.2,13.4,0,12.6,3.1,3.7,3.4,3.4,2.3,1,2.2,0.8,15.6,33.6,0.6,0.8,0.8,0,0.1,9.4,1.9,209.4
20200516,33975,30028,3947,13.14,335.728,242.862,0,0,96.9,97.3,95,0,0,75.9,75.9,37.7,0,0,51.5,51.8,0,51.4,53.3,49.6,52.6,47.6,47.5,52.1,51.9,76.1,79.8,60.4,60.2,56.9,56.7,57.2,41.5,347.8,327.2,199.3,110.7,47.9,5,0,60.2,0,0,68.6,0,13.4,0,13.1,3.8,4.9,3.7,3.7,2.3,1,3.3,1.3,21.5,51.9,3.8,0.8,1.1,0,0.2,10.1,4.8,194.4
20200517,32935,28694,4241,14.78,317.524,229.694,0,0,96.9,97.3,95.2,0,0,75.9,76,32.3,0,0,48.9,51.8,0,51.7,53,49.6,52.9,47.3,47.5,51.7,51.8,75.9,79.8,55.6,56.5,56.8,56.7,54.3,47.3,339.7,339,185.5,106.8,42.5,43.3,46.6,0,0,48.4,0,97.6,13.3,0,13.5,0,0.6,3,3.1,2.1,2.4,2.6,1,23,48.1,0.6,0.8,1.2,1.8,0,22.3,0.9,0
20200518,36888,32803,4085,12.45,352.064,254.679,0,0,97.2,97.6,95,0,0,76,76,33.1,0,0,51,51.8,0,49.6,52.9,48.5,52.9,45.4,47.4,51.9,51.8,76.1,79.8,60.3,60.2,56.9,56.6,57.1,66.8,349.1,350.2,196.8,102,53,90.2,47.8,60.2,49.3,51.3,68.9,93,13.4,0,13.6,2.3,4.4,3.1,3.1,1.9,1,3,1.2,16.8,49.3,0.6,0.8,0.8,1.8,0,9.9,20.1,109
20200519,35962,31336,4626,14.76,343.301,248.34,0,0,97.3,97.6,94.5,0,0,75.9,55.5,39.5,0,0,51.4,52.3,0,49.7,52.9,48.6,51,47.8,46.3,51.3,52,76.1,79.8,60.3,60.2,56.9,56.7,57.2,68,355.3,320.2,179,96.9,50.2,91.4,44.8,60.1,50.5,53,66.5,102.1,13.3,0,12.6,0,0,0,0.9,0.6,1.1,2.6,1,18.1,24.7,0.6,0.8,2.5,1.8,0,8.4,16.1,55.4
20200520,36458,31507,4951,15.71,339.716,245.746,0,0,97.4,97.8,94.1,0,0,75.9,76.1,37.9,0,0,51.6,52.1,0,49.6,53,48.6,52.9,47.2,47.3,51.9,52.3,76.1,79.8,59.9,60.2,56.9,56.7,57.4,89,361.8,340.1,171.6,99.3,42.6,84.5,45.3,60.3,45.2,48.4,66.7,44.8,13.4,0,12.6,0,0,0.9,1.8,0.8,1.2,0.8,0.3,5,27.9,0.8,1,1.3,2.3,0,7.8,1.5,107.1
20200521,35554,31571,3983,12.62,340.467,246.29,0,0,97.3,97.6,94.1,0,0,76,76.1,37,0,0,48.7,51.8,0,49.8,52.9,50.6,53.2,47.8,46.6,51.9,51.9,76,79.8,59.9,60.1,56.9,56.7,57.4,77.5,348.5,351.9,171.2,106.8,50.8,90.5,47.5,60.2,49.6,51.8,68.8,50.4,13.5,0,12.5,0,0,1.9,2.3,1.3,1.1,0.6,0.2,24.3,32.5,0.8,0.9,1.5,1.8,0,9.5,1.89,66.2
20200522,34567,30892,3675,11.9,335.691,242.835,0,0,97.5,97.9,94.1,0,0,75.9,76,31.6,0,0,49.8,51.8,0,49.7,52.8,50.6,53.3,48.1,47.7,52.1,52.1,75.9,79.8,60.2,60.1,56.9,56.7,56.7,62.8,307.1,352.4,172.6,87.2,67.7,45,44.8,60.2,49.4,52.2,67.3,50.4,13.4,0,12.7,0,0,21,19.4,13.1,0,0.1,0.2,14,56.1,1.8,1.6,9.8,8.1,0,22.1,5.2,18.5
20200523,30959,26898,4061,15.1,304.958,220.603,0,0,97.8,98.2,94.6,0,0,76.1,76.1,38.3,0,0,48.8,51.9,0,18.9,52.9,48.6,50.8,47.9,6.3,51.8,52.3,75.9,79.8,60.2,60.2,56.9,56.7,57.1,44.1,228.1,323.2,168.3,76.1,42.5,40.2,48.2,60.2,44.4,0,0,44.3,13.4,0,11.5,0,0,7.5,10.7,10.7,0,0.4,0.3,14.9,64.3,1.7,1.6,9.7,8,0,23.8,9.1,0
20200524,31194,26905,4289,15.94,296.73,214.651,0,0,97.9,98.2,92.7,0,0,76,76,37.9,0,0,47.3,51.9,0,51.8,52.9,48.6,50.8,47.6,47.5,51.7,51.9,76,79.8,55.5,55.6,56.8,56.8,54.3,41.8,248.2,340.2,168.2,77.9,42.4,45.7,0,0,0,51.8,0,50.3,13.4,0,11.7,0,0,5,7.3,7.7,2,0.2,0.2,15.3,78.9,2.2,1.6,3.6,8,0,24.1,4.1,0
20200525,36380,32438,3942,12.15,342.454,247.728,0,0,97.7,98.1,92.7,0,0,75.9,76,37.5,0,0,51.5,52.5,0,51.7,52.7,48.6,50.3,46.8,47.5,51.9,52.1,76.1,79.8,60.3,60.2,56.9,56.6,57.2,61.4,305.6,342.1,157.5,74.4,62.6,88.7,47,60.2,49.6,50.1,68.9,96.4,13.4,4.1,12.5,0,0,5,6.8,6.7,1,0.2,0.2,15,29.3,0.5,1.6,2,8.1,0,11.53,4.4,191.82
20200526,36459,32896,3563,10.83,355.735,257.335,0,0,97.8,98.1,94.4,41.4,0,75.9,76,38.4,0,0,51.6,52.7,0,51.7,52.4,0,50.8,47.9,47.6,51.9,51.8,76,79.8,60.2,60.2,56.9,56.8,57.2,92.8,347.5,344.8,162.3,76,68.9,90.3,46.9,60.2,49.3,51,67.5,96.8,13.4,0,12.9,0,0,4.2,7.8,8.8,2,0.4,0.2,14.4,38,4.3,1.6,2.3,8,0,12.1,28.9,118
20200527,36376,31444,4932,15.69,345.154,249.681,0,0,97.4,97.7,94.6,75.1,0,76.1,76.3,37.4,0,0,51.6,52.8,0,51.6,52.4,0,51.8,47.7,47.6,51.9,51.9,76.1,79.8,59.8,60.2,56.9,56.7,57.2,109.8,308.7,332.8,174.6,80.6,42.6,79.2,40.3,60.2,46.3,47.5,66.4,44.7,13.4,0,12.9,0,0,3.2,5.7,12.7,2,1.3,0.4,15.9,31.2,3.3,1.6,3,7.8,0,13.4,6.9,98.9
20200528,36780,31519,5261,16.69,343.251,248.304,0,0,97.5,97.9,94.3,93.9,0,76.2,76.2,38.3,0,0,51.6,52.9,0,51.7,52.4,0,52.3,43.1,47.5,52.1,48,76.1,79.8,60,60.1,56.8,56.8,57.1,117.5,286.2,338.9,189.4,78.6,13.8,79.1,11.8,60.2,50.1,51.6,66.4,44.7,13.4,0,8.5,0,0,4.2,8.2,12.9,2,0.2,0.6,14.5,32.6,1.3,1.6,4.9,8.2,0,16.7,8,132.4
20200529,36642,32544,4098,12.59,346.193,250.433,0,0,97.7,98,94.2,94.1,0,75.9,76.1,38.4,0,0,51.4,52.8,0,51.9,52.3,0,52.7,47.7,47.6,52,52,76.1,79.8,59.3,60.2,56.9,56.9,57.2,117.8,286.5,353,180.2,91.1,13.8,45.1,46.5,59.8,49.6,51.4,67.5,70.7,13.5,0,12.9,0,0,9,12.4,12.8,2,0.2,0.2,13.5,38,1.8,2.3,3.7,8.1,0,24.2,2.9,147.1
20200530,32699,28513,4186,14.68,320.599,231.918,0,0,97.3,97.6,94.4,94.1,0,76,76,37.4,0,0,51.5,52.8,0,51.7,52.2,47.6,51.8,33.1,47.5,52,52.1,76,76.1,59.8,60.1,42.4,56.8,57.1,57.1,248.2,257.7,160.7,97.9,13.8,43.8,0,60,49.4,51.3,66.5,46.3,13.4,0,12.9,0,0,10.5,12.7,12,2,1,0.4,14.5,30.1,3.3,2.3,3,8.1,0,27.38,22.3,0
20200531,32206,28776,3430,11.92,314.929,227.816,0,0,97.1,97.5,94.4,94.1,0,75.9,76,37.4,0,0,47.1,52.8,0,51.9,52.2,47.7,52.6,45,47.5,51.9,52.1,75.9,76.1,55,55.5,56.8,18.3,57.2,56,284.5,264.5,188.8,114.2,13.8,45.2,47.3,0,49.8,52.1,0,49.8,13.3,0,13.4,0,0,11.6,13.9,11.7,2,1.1,0.5,30.5,68.3,3.3,1.4,3,8,0,30.62,8.6,0
20200601,37293,33660,3633,10.79,338.534,277.306,0,0,97.4,97.7,94.5,94.1,0,75.9,76.1,37.5,0,0,51.5,52.8,0,51.6,52.2,47.7,52.3,46.4,47.5,51.9,52,76,76.2,59.6,60,57,44.8,57.2,137.6,319.1,276.8,165.3,100,13.8,90.1,46.1,60.2,49.2,51.4,66.2,95.9,14.7,0,13.7,0,0,0,2.1,3.7,2,1.5,0.6,14.6,33.4,0.6,1.4,2.5,8,0,30.7,21.6,209.2
20200602,38452,34381,4071,11.84,350.639,287.222,0,0,97.2,97.6,94.5,94,0,76,76,39.6,0,0,51.5,52.8,0,51.6,52.1,49.8,51.9,47.7,46.1,52,52,76,76.2,59.8,60.1,56.8,56.8,57.2,142.2,347.3,262,159.6,99.2,45.2,89.8,46.3,60.2,49.2,51.5,66.1,95.4,14.9,0,14.3,0,0,9.5,11.1,8.1,2.4,2.5,1.2,14.1,29.2,0.6,1.4,2.5,8,0.7,24.5,19.3,212.7
20200603,38653,34490,4163,12.07,353.157,289.285,0,0,97.2,97.5,94.7,94.2,0,76.1,76.1,42.7,0,0,51.4,52.7,0,51.6,52.1,49.5,51.8,47.5,47.7,51.6,51.4,75.9,76.1,59.7,60.1,56.8,56.6,57.2,143.9,369.1,248.2,171.4,98.1,13.8,89.7,45.2,60.2,48.7,50.8,66.2,95.6,14.9,0,14.4,0,0,10.8,11.7,9.9,2.2,2.4,0.8,14.2,32.4,1.4,1.4,1.9,8,0.7,25,36.6,220.7
20200604,38689,34935,3754,10.75,356.543,292.058,0,0,97,97.3,93.8,94.2,0,76,76.1,46.4,0,0,51.2,52.8,0,51.6,52.1,49.1,51.2,47.2,47.5,51.9,51.8,75.8,76,59.9,60.1,56.8,56.6,57.2,138.2,360.5,256.5,184.5,109.3,45.7,87.6,45.2,60.2,48.1,50.6,66.3,94.6,14.9,0,14.4,0,0,0.4,1.3,2.2,2.2,3.9,2,13.8,38.8,1.2,1.6,2.1,8,0.6,22.6,37.3,223.6
20200605,38543,34861,3682,10.56,356.574,292.084,0,0,97.2,97.6,94.4,94,0,76.1,76.1,45.2,0,0,51,52.3,0,46.7,51.8,47.9,51.8,47.1,47.4,51.8,52.2,76,76.2,58.8,60,56.8,56.6,57.2,136.3,383.6,248.9,173.8,98.9,53.3,89.3,45.5,60.2,48.5,50.7,68.8,96.7,13.5,5.9,9.7,0,0,0,1.5,2.2,2.3,5.1,2,14.2,47.5,0.6,1.4,1,6.9,0.7,26.3,40.8,191
20200606,34992,30752,4240,13.79,328.179,268.824,0,0,97.2,97.6,94.5,94.1,0,76,76,42,0,0,51.5,51.6,0,45.8,50.9,48.1,51.2,47.3,47.6,45.1,51.6,75.9,76.2,59.5,60.2,56.9,56.6,57.2,60.9,326.1,255.9,180.3,100.4,35.6,39.6,0,60.3,45.2,0,66.5,0,13.4,0,14,0,0,7.4,8.1,5.7,3.3,5.1,1.9,14.7,48.8,0.9,1.5,3,6.3,0.6,20.4,49.6,166.6
20200607,32656,28121,4535,16.13,302.045,247.417,0,0,97.3,97.7,94.6,94.3,0,76.1,76.1,38,0,0,51.7,52.7,0,47.6,52.2,48.1,52.3,47.7,47.6,51.9,52.1,76.1,76.1,56.5,56.4,42.2,56.6,57.2,66.6,309,221.5,188.8,98.8,35.7,39.6,19.6,0,0,45.5,0,44.6,13.3,0,13.4,0,0,9.1,10.8,7.9,3.5,4.9,2.2,26.5,80.1,1.4,1.4,1.7,8,1,25.1,15.9,0
20200608,36941,32361,4580,14.15,326.738,267.643,0,0,97.3,97.7,94.4,94.2,0,76,76.1,40.1,0,0,51.5,52.5,0,51.9,51.4,49.5,52.3,47.1,47.5,51.8,51.7,75.9,76,60,60.2,56.9,56.6,57.2,147.2,369.6,259.6,173.2,112.9,35.7,45,43.6,60.2,49.5,51.8,68.7,48.4,13.4,0,14.4,0,0,0,1.9,2.2,2.2,4.4,1.8,14.4,32.7,0.7,1.4,2.3,8.1,0.2,19.6,1.9,103.8
20200609,36875,32360,4515,13.95,331.734,271.736,0,0,97.3,97.7,94,93.9,0,75.7,75.9,42.6,0,0,51.5,52.8,0,50.6,51.5,49.6,52.1,47.4,47.1,52,52.2,75.9,76.2,59.9,60.2,56.9,56.7,57.2,137.9,326.5,246.9,170.6,96.9,35.7,88.5,44.8,48.1,48,49.5,66.3,95.9,13.4,0,13.6,0,0,7.5,9.3,7.2,4.8,5.5,2.2,16,29.1,0.8,1.4,2.4,7.3,0.7,11.2,11.6,90.4
20200610,38137,33770,4367,12.93,341.802,279.983,0,0,97.1,97.5,94,93.8,0,76,76.2,42.5,0,0,51.5,52.7,0,52.1,51.4,49.6,52,47.5,47.7,52.3,51.9,76,76.1,60.2,60.2,56.8,56.6,57.1,136.2,360.4,247.1,172.3,99.3,35.7,89.2,45.7,60.2,48,49.6,66.2,72.9,13.4,0,13.6,0,0,10.4,11.6,8,5,5.5,2.1,14.3,32.6,0.7,1.6,2.1,8,0.7,10.9,20.7,183.9
20200611,38206,34220,3986,11.65,351.717,288.105,0,0,97.4,97.8,93.9,93.7,0,75.9,76.1,42.2,0,0,51.4,53.1,0,52.4,52.4,52.5,51,47,47.6,51.9,51.9,75.9,76.2,60,60.2,56.9,56.6,57.1,127.6,375.3,247.2,192.1,101.5,42.4,89.5,46.3,64.4,49.1,51.2,68.7,95.2,13.5,0,13.6,0,0,10.6,11.6,8.8,4.7,5.8,2.2,14.4,48,0.7,1.5,1,6.1,0.9,14.8,7.9,152.3
20200612,38596,35010,3586,10.24,356.597,292.102,0,0,97.4,97.7,94.1,93.9,0,75.9,76.1,38.9,0,0,51.4,53.2,0,52.2,51.7,51.6,50,47.4,47.5,52.1,52,76,76.4,60.3,60.2,56.8,56.6,57.2,136.3,384.2,246.3,195.1,100.2,61.6,89.5,46,61.3,49,50.5,68.7,78.8,13.5,0,13.9,0,0,8.9,11,8.4,3.5,5.7,2.2,23.2,48.6,3.6,1.4,3.1,7.8,0.9,17.9,3.8,197.9
20200613,35316,31552,3764,11.93,332.39,272.274,0,0,97.2,97.5,94.2,93.8,1.6,75.8,76,17.1,0,0,51.4,53.2,0,50.2,49.5,50.6,45.6,47.4,46.2,30.7,52.2,76.1,76.2,60.2,60.2,56.9,56.6,57.2,54,367.5,242.7,193.3,90.4,60.8,44.7,0,64.1,48.8,0,68.8,47.1,13.3,0,13.6,0,0,0,1.4,1.6,3.2,5.4,2.1,16.9,81.5,0.6,1.4,1,5.3,0.9,12.1,5,189.6
